image_id,objects,relationships
2318997,"[{'object_id': 2956373, 'name': 'train', 'bbox': [106, 0, 496, 371], 'area': 144690, 'attributes': ['blue', ' old', ' electric']}, {'object_id': 2939195, 'name': 'train', 'bbox': [127, 4, 361, 373], 'area': 86346, 'attributes': ['blue', ' old', ' electric']}, {'object_id': 2956372, 'name': 'reflection', 'bbox': [406, 175, 493, 351], 'area': 15312, 'attributes': ['dim', ' distorted', ' greenish']}, {'object_id': 2823007, 'name': 'man', 'bbox': [6, 176, 60, 371], 'area': 10530, 'attributes': ['tall', ' man', ' red', ' shirt', ' blue', ' jeans']}, {'object_id': 3059716, 'name': 'child', 'bbox': [5, 255, 65, 368], 'area': 6780, 'attributes': ['blond', ' young']}]","[{'subject_id': 3297375, 'object_id': 2956373, 'relationships': ['on', ' part of']}, {'subject_id': 2956372, 'object_id': 2956373, 'relationships': ['in', ' on']}, {'subject_id': 3163871, 'object_id': 3644402, 'relationships': ['wearing']}, {'subject_id': 2823007, 'object_id': 3946537, 'relationships': ['with', ' holding']}, {'subject_id': 3133888, 'object_id': 2939195, 'relationships': ['on', ' part of']}]"
2414288,"[{'object_id': 4174923, 'name': 'car', 'bbox': [1, 17, 484, 331], 'area': 151662, 'attributes': ['gray', ' fluffy', ' sleeping']}, {'object_id': 4174907, 'name': 'car', 'bbox': [53, 70, 485, 315], 'area': 105840, 'attributes': ['gray', ' furry', ' sleeping']}, {'object_id': 4174905, 'name': 'cat', 'bbox': [156, 137, 363, 273], 'area': 28152, 'attributes': ['gray', ' fluffy', ' sleeping']}, {'object_id': 4174908, 'name': 'cat', 'bbox': [184, 141, 382, 278], 'area': 27126, 'attributes': ['tabby', ' sleeping', ' fluffy']}, {'object_id': 4174920, 'name': 'cat', 'bbox': [163, 139, 353, 279], 'area': 26600, 'attributes': ['long-haired', ' sleeping']}]","[{'subject_id': 4174948, 'object_id': 4174998, 'relationships': ['attached to', ' connected to', ' part of']}, {'subject_id': 4174980, 'object_id': 4174923, 'relationships': ['attached to', ' on', ' part of']}, {'subject_id': 4174949, 'object_id': 4174923, 'relationships': ['on', ' above']}, {'subject_id': 4174925, 'object_id': 4174923, 'relationships': ['attached to', ' on', ' part of']}, {'subject_id': 4174951, 'object_id': 4174948, 'relationships': ['attached to', ' has']}, {'subject_id': 4174971, 'object_id': 4174923, 'relationships': ['attached to', ' on', ' part of']}, {'subject_id': 4174967, 'object_id': 4174968, 'relationships': ['part of']}, {'subject_id': 4174953, 'object_id': 4174923, 'relationships': ['in']}, {'subject_id': 4174964, 'object_id': 4174923, 'relationships': ['on', ' attached to', ' adorning']}, {'subject_id': 4174986, 'object_id': 4174923, 'relationships': ['on', ' above']}, {'subject_id': 4174923, 'object_id': 4174986, 'relationships': ['on', ' above']}, {'subject_id': 4174948, 'object_id': 4174951, 'relationships': ['next to', ' on']}, {'subject_id': 4174945, 'object_id': 4174931, 'relationships': ['next to']}, {'subject_id': 4174951, 'object_id': 4174923, 'relationships': ['on', ' near', ' parked next to']}, {'subject_id': 4174920, 'object_id': 4174923, 'relationships': ['on', ' above']}, {'subject_id': 4174948, 'object_id': 4174941, 'relationships': ['attached to']}, {'subject_id': 4174959, 'object_id': 4174923, 'relationships': ['on', ' above']}, {'subject_id': 4174961, 'object_id': 4174923, 'relationships': ['on', ' part of']}, {'subject_id': 4174947, 'object_id': 4174948, 'relationships': ['outside', ' below']}, {'subject_id': 4174935, 'object_id': 4174931, 'relationships': ['near', ' left of']}, {'subject_id': 4174954, 'object_id': 4174923, 'relationships': ['in']}]"
2413814,"[{'object_id': 165730, 'name': 'truck', 'bbox': [17, 101, 473, 284], 'area': 83448, 'attributes': ['truck: white', ' long', ' official']}, {'object_id': 165741, 'name': 'hill', 'bbox': [0, 55, 499, 149], 'area': 46906, 'attributes': ['long', ' yellow', ' crowded']}, {'object_id': 165743, 'name': 'sky', 'bbox': [1, 0, 499, 79], 'area': 39342, 'attributes': ['bus', ' official', ' yellow', ' black', ' long', ' decorated']}, {'object_id': 165746, 'name': 'road', 'bbox': [2, 271, 499, 331], 'area': 29820, 'attributes': ['asphalt', ' black', ' straight']}, {'object_id': 165731, 'name': 'sign', 'bbox': [72, 188, 446, 205], 'area': 6358, 'attributes': ['bus', ' yellow', ' long', ' funny', ' cyclist']}]","[{'subject_id': 165740, 'object_id': 165730, 'relationships': ['next to']}, {'subject_id': 165741, 'object_id': 165730, 'relationships': ['behind']}, {'subject_id': 165731, 'object_id': 165730, 'relationships': ['on', ' attached to']}]"
2412432,"[{'object_id': 194490, 'name': 'white background', 'bbox': [0, 200, 319, 478], 'area': 88682, 'attributes': ['purple', ' pink', ' white', ' black', ' brown', ' sitting', ' waiting']}, {'object_id': 194486, 'name': 'purple sweater', 'bbox': [9, 6, 209, 360], 'area': 70800, 'attributes': ['purple', ' hooded', ' long-sleeved']}, {'object_id': 3804597, 'name': 'background', 'bbox': [0, 0, 318, 216], 'area': 68688, 'attributes': ['purple', ' dotted', ' long-sleeved', ' hooded', ' thoughtful', ' waiting']}, {'object_id': 194489, 'name': 'colored background', 'bbox': [0, 0, 318, 214], 'area': 68052, 'attributes': ['purple', ' dotted', ' long-sleeved']}, {'object_id': 3804619, 'name': 'wall', 'bbox': [0, 1, 318, 212], 'area': 67098, 'attributes': ['purple', ' pink', ' lavender', ' dotted', ' long-sleeved', ' hooded', ' thoughtful', ' waiting']}]","[{'subject_id': 3804606, 'object_id': 194482, 'relationships': ['touching', ' part of']}, {'subject_id': 3804601, 'object_id': 194482, 'relationships': ['on', ' touching']}]"
2416370,"[{'object_id': 2804178, 'name': 'ramp', 'bbox': [306, 220, 498, 306], 'area': 16512, 'attributes': ['concrete', ' gray', ' smooth', ' angled']}, {'object_id': 2868653, 'name': 'steps', 'bbox': [4, 198, 150, 246], 'area': 7008, 'attributes': ['concrete', ' gray', ' wide']}, {'object_id': 3295938, 'name': 'stairs', 'bbox': [0, 197, 139, 247], 'area': 6950, 'attributes': ['stairs', ' concrete', ' gray', ' wide']}, {'object_id': 2722864, 'name': 'jeans', 'bbox': [263, 105, 330, 169], 'area': 4288, 'attributes': ['blue', ' denim', ' long']}, {'object_id': 2768955, 'name': 'cap', 'bbox': [282, 43, 352, 98], 'area': 3850, 'attributes': ['red', ' worn']}]",[]
2416838,"[{'object_id': 3445895, 'name': 'people', 'bbox': [199, 63, 491, 310], 'area': 72124, 'attributes': ['busy', ' getting haircut']}, {'object_id': 3192024, 'name': 'people', 'bbox': [238, 35, 463, 302], 'area': 60075, 'attributes': ['busy', ' working', ' attentive']}, {'object_id': 3271986, 'name': 'mirror', 'bbox': [29, 61, 95, 205], 'area': 9504, 'attributes': ['rectangular', ' small', ' dirty', ' reflective']}, {'object_id': 3027409, 'name': 'water spray', 'bbox': [52, 133, 92, 240], 'area': 4280, 'attributes': ['yellow', ' plastic', ' spray', ' bottle']}]",[]
2352671,"[{'object_id': 2142260, 'name': 'locomotive', 'bbox': [47, 22, 482, 301], 'area': 121365, 'attributes': ['old', ' black', ' large', ' powerful']}, {'object_id': 2429465, 'name': 'train', 'bbox': [46, 64, 466, 316], 'area': 105840, 'attributes': ['black', ' old', ' steam']}, {'object_id': 2678437, 'name': 'roof', 'bbox': [112, 46, 337, 177], 'area': 29475, 'attributes': ['pitched', ' brown']}, {'object_id': 3582284, 'name': 'engine', 'bbox': [80, 133, 208, 269], 'area': 17408, 'attributes': ['rusty', ' old', ' dirty', ' industrial']}, {'object_id': 1867893, 'name': 'sky', 'bbox': [325, 28, 460, 117], 'area': 12015, 'attributes': ['rusty', ' old', ' abandoned']}]",[]
2333624,"[{'object_id': 3418149, 'name': 'chainlink fence', 'bbox': [0, 10, 373, 354], 'area': 128312, 'attributes': ['rusty', ' bent', ' leaning']}, {'object_id': 3927480, 'name': 'parking lot', 'bbox': [2, 329, 373, 498], 'area': 62699, 'attributes': ['asphalt', ' cracked', ' empty']}, {'object_id': 3322298, 'name': 'pants', 'bbox': [159, 285, 349, 417], 'area': 25080, 'attributes': ['blue', ' long', ' sports']}, {'object_id': 3927486, 'name': 'pants', 'bbox': [185, 270, 317, 428], 'area': 20856, 'attributes': ['blue', ' long', ' sports']}, {'object_id': 3927481, 'name': 'grass', 'bbox': [4, 305, 373, 359], 'area': 19926, 'attributes': ['short', ' green']}]",[]
498069,"[{'object_id': 4419062, 'name': 'dump truck', 'bbox': [5, 145, 861, 560], 'area': 355240, 'attributes': ['green', ' dirty', ' long']}, {'object_id': 4419051, 'name': 'truck', 'bbox': [9, 152, 867, 557], 'area': 347490, 'attributes': ['green', ' garbage', ' truck']}, {'object_id': 4010274, 'name': 'garbage truck', 'bbox': [24, 142, 865, 503], 'area': 303601, 'attributes': ['green', ' parked', ' dirty']}, {'object_id': 4419076, 'name': 'building', 'bbox': [204, 3, 840, 274], 'area': 172356, 'attributes': ['green', ' reflective', ' tall']}, {'object_id': 4419077, 'name': 'windows', 'bbox': [212, 0, 515, 351], 'area': 106353, 'attributes': ['green', ' reflective', ' angled']}]",[]
2396086,"[{'object_id': 665326, 'name': 'slope', 'bbox': [36, 7, 495, 316], 'area': 141831, 'attributes': ['snowy', ' steep']}, {'object_id': 665328, 'name': 'snow', 'bbox': [56, 207, 341, 319], 'area': 31920, 'attributes': ['white', ' powdery']}, {'object_id': 665346, 'name': 'spray', 'bbox': [214, 155, 424, 288], 'area': 27930, 'attributes': ['white', ' powdery']}, {'object_id': 665341, 'name': 'suit', 'bbox': [93, 75, 225, 194], 'area': 15708, 'attributes': ['black', ' one-piece']}]",[]
2379376,"[{'object_id': 553280, 'name': 'rail', 'bbox': [7, 207, 344, 298], 'area': 30667, 'attributes': ['brown', ' wooden', ' horizontal']}, {'object_id': 553273, 'name': 'lettering', 'bbox': [21, 9, 222, 62], 'area': 10653, 'attributes': ['red', ' white', ' block']}, {'object_id': 553277, 'name': 'pole', 'bbox': [93, 131, 141, 336], 'area': 9840, 'attributes': ['metal', ' vertical']}, {'object_id': 553260, 'name': 'cat', 'bbox': [65, 342, 214, 402], 'area': 8940, 'attributes': ['black', ' lying down']}, {'object_id': 553282, 'name': 'chairs', 'bbox': [1, 248, 64, 353], 'area': 6615, 'attributes': ['black', ' wooden', ' empty']}]",[]
2367455,"[{'object_id': 2233585, 'name': 'wall', 'bbox': [2, 0, 456, 372], 'area': 168888, 'attributes': ['Two little boys', ' blonde', ' curly hair', ' green shirts', ' sitting on a toilet', ' brushing their teeth']}, {'object_id': 2545227, 'name': 'boy', 'bbox': [145, 19, 413, 373], 'area': 94872, 'attributes': ['boy: blond', ' smiling', ' barefoot']}, {'object_id': 1974824, 'name': 'kids', 'bbox': [137, 24, 381, 374], 'area': 85400, 'attributes': ['two', ' small', ' blonde', ' barefoot', ' casual']}]",[]
2359854,"[{'object_id': 2434634, 'name': 'green grass', 'bbox': [1, 1, 499, 265], 'area': 131472, 'attributes': ['baseball game: intense', ' exciting', ' competitive']}, {'object_id': 1826892, 'name': 'batter', 'bbox': [237, 82, 446, 344], 'area': 54758, 'attributes': ['batter: ready', ' focused', ' intense']}]",[]
2350606,[],[]
2350201,"[{'object_id': 869547, 'name': 'bathroom', 'bbox': [31, 24, 490, 374], 'area': 160650, 'attributes': ['pink', ' retro', ' cluttered', ' creepy']}, {'object_id': 869548, 'name': 'mannequins', 'bbox': [40, 71, 229, 284], 'area': 40257, 'attributes': ['plastic', ' naked', ' pink', ' high-heeled', ' crossed', ' sitting', ' bathtub']}]",[]
2329262,"[{'object_id': 3446824, 'name': 'field', 'bbox': [1, 102, 498, 328], 'area': 112322, 'attributes': ['grassy', ' green', ' rectangular']}, {'object_id': 3224095, 'name': 'sky', 'bbox': [2, 3, 496, 111], 'area': 53352, 'attributes': ['green', ' grass', ' soccer', ' field']}, {'object_id': 3362428, 'name': 'sky', 'bbox': [26, 20, 498, 111], 'area': 42952, 'attributes': ['blue', ' clear']}, {'object_id': 3440748, 'name': 'boy', 'bbox': [187, 114, 337, 314], 'area': 30000, 'attributes': ['boy: black', ' yellow', ' soccer']}, {'object_id': 2898965, 'name': 'trees', 'bbox': [0, 76, 500, 98], 'area': 11000, 'attributes': ['green', ' tall']}]","[{'subject_id': 2993729, 'object_id': 2993730, 'relationships': ['on', ' above']}]"
